,movienames,movieinfo,movietag,movierate,movieid
2753,听说 聽說,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 彭于晏 ', ' 陈意涵 ', ' 陈妍希 ', ' 罗北安 ', ' 林美秀'], '上映日期': ' 2015-06-26(中国大陆) / 2009-08-28(台湾)', '编剧': ' 郑芬芬', '语言': [' 汉语普通话 ', ' 台湾手语 ', ' 闽南语'], '制片国家/地区': ' 台湾', '导演': ' 郑芬芬'}","['台湾', '爱情', '青春', '文艺', '温情', '感动', '励志', '2009']",8.1,52744
2754,最后的话 The Last Word,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 雪莉·麦克雷恩 ', ' 阿曼达·塞弗里德 ', ' 安妮朱尔·李·狄克逊 ', ' 托马斯·萨多斯基 ', ' 菲利普·贝克·霍尔 ', ' 渡边戈登 ', ' 汤姆·艾弗瑞特·斯科特 ', ' 乔尔·默里 ', ' 伊薇特·弗里曼 ', ' 瓦莱丽·罗斯 ', ' 安·海切 ', ' 斯蒂文·卡普 ', ' 阿迪纳·波特 ', ' 托德·路易斯 ', ' 克洛伊·韦珀更多...'], '上映日期': ' 2017-01-24(圣丹斯电影节) / 2017-03-03(美国)', '编剧': ' 斯图尔特·罗斯·芬克', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 马克·佩灵顿'}","['美国', '剧情', '喜剧', '温情', '2017', '女性', '人生', '音乐']",7.5,52745
2755,无证之罪,"{'类型': [' 悬疑 ', ' 犯罪'], '主演': [' 秦昊 ', ' 邓家佳 ', ' 姚橹 ', ' 代旭 ', ' 王真儿 ', ' 宁理 ', ' 荆浩 ', ' 林鹏 ', ' 袁满 ', ' 要武 ', ' 程雍 ', ' 张澍 ', ' 李俊霆 ', ' 刘戈滨 ', ' 赵晖 ', ' 李泽 ', ' 刘洋 ', ' 赵梓淇 ', ' 王海军 ', ' 郭海鹏 ', ' 蓝骁 ', ' 刘唯伟 ', ' 张成成 ', ' 杨皓轩 ', ' 郑超 ', ' 赵杨 ', ' 饶国锋 ', ' 王雪洋 ', ' 赵彦 ', ' 吕行更多...'], '编剧': ' 马伪八 / 紫金陈', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 吕行'}","['悬疑', '犯罪', '推理', '网剧', '良心网剧', '罪案', '中国大陆', '2017']",8.2,52746
2756,无事生非 (2011年伦敦Wyndham剧院版) Much Ado About Nothing,"{'类型': [' 喜剧 ', ' 爱情'], '主演': [' 大卫·田纳特 ', ' 凯瑟琳·塔特 ', ' 汤姆·巴特曼 ', ' Alex Beckett ', ' 乔纳森·考尔 ', ' Clive Hayward ', ' 亚当·詹姆斯 ', ' Elliot Levey ', ' Sarah MacRae ', ' John Ramm更多...'], '编剧': ' 莎士比亚', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' Josie Rourke'}","['英国', '舞台剧', '莎士比亚', 'DavidTennant', '喜剧', 'Shakespeare', '爱情', 'CatherineTate']",9.3,52747
2757,格列佛游记 Gulliver's Travels,"{'类型': [' 喜剧 ', ' 冒险'], '主演': [' 杰克·布莱克 ', ' 艾米莉·布朗特 ', ' 杰森·席格尔 ', ' 阿曼达·皮特 ', ' 比利·康诺利 ', ' 詹姆斯·柯登 ', ' 克里斯·奥多德 ', ' T·J·米勒 ', ' 凯瑟琳·塔特 ', ' 伊曼纽尔·夸特拉 ', ' 奥利·亚历山大 ', ' 理查德·莱恩 ', ' 大卫·斯特恩 ', ' 斯图尔特·斯卡德莫尔 ', ' 乔纳森·阿里斯更多...'], '上映日期': ' 2010-12-22(美国)', '编剧': ' 乔·斯蒂尔曼 / 尼古拉斯·斯托勒 / 乔纳森·斯威夫特', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 罗伯·莱特曼'}","['美国', '奇幻', '喜剧', '格列佛游记', '美国电影', '名著改编', '2010', 'JackBlack']",6.0,52748
2758,泯灭天使 El ángel exterminador,"{'类型': [' 剧情 ', ' 喜剧 ', ' 悬疑 ', ' 奇幻'], '主演': [' 西尔维娅·皮纳尔 ', ' Enrique Rambal ', ' 克劳迪奥·布鲁克'], '上映日期': ' 1962-12-16', '编剧': ' 路易斯·布努埃尔', '语言': [' 西班牙语'], '制片国家/地区': ' 墨西哥', '导演': ' 路易斯·布努埃尔'}","['墨西哥', '布努艾尔', '西班牙', '超现实', 'LuisBuñuel', '荒诞', '1960s', '路易斯·布努艾尔']",8.4,52749
2759,"赤裸朱丽叶 Juliet, Naked","{'类型': [' 剧情 ', ' 喜剧 ', ' 爱情'], '主演': [' 伊桑·霍克 ', ' 萝丝·拜恩 ', ' 克里斯·奥多德 ', ' 欧阳万成 ', ' Azhy Robertson ', ' Lily Brazier ', ' Ayoola Smart更多...'], '编剧': ' 吉姆·泰勒 / 塔玛拉·詹金斯 / 尼克·霍恩比', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 杰西·派瑞兹'}","['美国', '2018', '美国电影', '音乐', '爱情', '喜剧', 'KateWinslet', '电影']",,52750
2760,美国丽人 American Beauty,"{'类型': [' 剧情 ', ' 爱情 ', ' 家庭'], '主演': [' 凯文·史派西 ', ' 安妮特·贝宁 ', ' 索拉·伯奇 ', ' 韦斯·本特利 ', ' 米娜·苏瓦丽 ', ' 彼得·盖勒 ', ' 艾莉森·珍妮 ', ' 克里斯·库珀 ', ' 斯科特·巴库拉 ', ' 山姆·洛巴兹 ', ' 巴里·德尔·舍曼 ', ' 阿若·希利 ', ' 约翰·赵 ', ' 肯特·法尔考 ', ' 希瑟·乔伊·谢尔 ', ' 切尔西·赫特福德 ', ' 安贝尔·史密斯 ', ' 乔尔·麦克拉里 ', ' 玛丽莎·贾里特·威诺克 ', ' 丹尼斯·安德森更多...'], '上映日期': ' 1999-09-08(洛杉矶首映) / 1999-10-01(美国)', '编剧': ' 艾伦·鲍尔', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 萨姆·门德斯'}","['美国', '伦理', '人性', '剧情', '经典', '人生', '家庭', '1999']",8.4,52751
2761,芝加哥打字机 시카고 타자기,"{'类型': [' 爱情 ', ' 奇幻'], '主演': [' 刘亚仁 ', ' 林秀晶 ', ' 高庚杓 ', ' 杨真诚'], '编剧': ' 陈秀完', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 金哲圭'}","['刘亚仁', '韩剧', 'tvN', '林秀晶', '韩国', '2017', '看过的电视剧', '高庚杓']",7.6,52752
2762,浪客剑心：追忆篇 るろうに剣心 -明治剣客浪漫譚- 追憶編,"{'类型': [' 剧情 ', ' 动作 ', ' 爱情 ', ' 动画 ', ' 战争'], '主演': [' 凉风真世 ', ' 岩男润子 ', ' 佐佐木望 ', ' 关智一 ', ' 池田秀一'], '编剧': ' 十川诚志', '语言': [' 日语 ', ' 英语'], '制片国家/地区': ' 日本', '导演': ' 古桥一浩'}","['浪客剑心', '动画', '日本', '日本动画', '动漫', '经典', 'OVA', '爱情']",9.2,52753
2763,长城 The Great Wall,"{'类型': [' 动作 ', ' 奇幻 ', ' 冒险'], '主演': [' 马特·达蒙 ', ' 景甜 ', ' 佩德罗·帕斯卡 ', ' 刘德华 ', ' 威廉·达福 ', ' 张涵予 ', ' 鹿晗 ', ' 彭于晏 ', ' 林更新 ', ' 郑恺 ', ' 黄轩 ', ' 陈学冬 ', ' 王俊凯 ', ' 余心恬 ', ' 刘冰 ', ' 李亨 ', ' 李京沐 ', ' 纽曼·阿卡 ', ' 约翰尼·希科 ', ' 皮鲁·埃斯贝克更多...'], '上映日期': ' 2016-12-16(中国大陆) / 2017-02-17(美国)', '编剧': ' 马克斯·布鲁克斯 / 爱德华·兹威克 / 马歇尔·赫斯科维兹 / 托尼·吉尔罗伊 / 托马斯·图尔', '语言': [' 英语 ', ' 汉语普通话'], '制片国家/地区': ' 中国大陆 / 美国', '导演': ' 张艺谋'}","['张艺谋', '长城', '奇幻', '烂片', '动作', '2016', '中国大陆', '战争']",4.9,52754
2764,春&夏事件簿 ハルチカ,"{'类型': [' 剧情 ', ' 爱情 ', ' 音乐'], '主演': [' 佐藤胜利 ', ' 桥本环奈 ', ' 恒松祐里 ', ' 清水寻也 ', ' 前田航基  ', ' 平冈拓真 ', ' 上白石萌歌 ', ' 二階堂姫瑠 ', ' 志贺广太郎 ', ' 小出惠介更多...'], '上映日期': ' 2017-03-04(日本)', '编剧': ' 市井昌秀 / 山浦雅大 / 初野晴', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 市井昌秀'}","['日本', '青春', '2017', '校园', '爱情', '漫改', '音乐', '小说改编']",4.9,52755
2765,落魄大厨 Chef,"{'类型': [' 喜剧'], '主演': [' 乔恩·费儒 ', ' 约翰·雷吉扎莫 ', ' 鲍比·坎纳瓦尔 ', ' 斯嘉丽·约翰逊 ', ' 达斯汀·霍夫曼 ', ' 索菲娅·维加拉 ', ' 奥利弗·普莱特 ', ' 艾米·塞德丽丝 ', ' 小罗伯特·唐尼 ', ' 拉塞尔·皮特斯 ', ' 恩杰伊·安东尼更多...'], '上映日期': ' 2014-05-09(美国)', '编剧': ' 乔恩·费儒', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 乔恩·费儒'}","['美食', '喜剧', '美国', '家庭', '亲情', '2014', '励志', '剧情']",7.6,52756
2766,我的父亲母亲,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 章子怡 ', ' 郑昊 ', ' 孙红雷 ', ' 李滨 ', ' 嵇波 ', ' 宋运成更多...'], '上映日期': ' 1999-10-16(中国大陆) / 2000-02-15(柏林电影节)', '编剧': ' 鲍十', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 张艺谋'}","['爱情', '经典', '1999', '文艺', '剧情', '中国大陆', '温情', '亲情']",7.9,52757
2767,家宴 Festen,"{'类型': [' 剧情'], '主演': [' 乌尔里奇·汤姆森 ', ' 赫宁·莫里岑 ', ' 托玛斯·博·拉森 ', ' 帕普丽卡·斯汀 ', ' 碧尔特·诺伊曼 ', ' 崔娜·蒂虹 ', ' 赫尔·多勒里斯 ', ' Therese Glahn更多...'], '上映日期': ' 1998-06-19(丹麦)', '编剧': ' 托马斯·温特伯格 / Mogens Rukov', '语言': [' 丹麦语 ', ' 德语 ', ' 英语'], '制片国家/地区': ' 丹麦 / 瑞典', '导演': ' 托马斯·温特伯格'}","['丹麦', 'Dogme95', '丹麦电影', '家庭', '剧情', '1998', 'ThomasVinterberg', '瑞典']",8.2,52758
2768,女人的勋章 女の勲章,"{'类型': [' 剧情'], '主演': [' 松岛菜菜子 ', ' 玉木宏 ', ' 相武纱季 ', ' 米姆拉 ', ' 长塚京三 ', ' 浅野优子 ', ' 江波杏子 ', ' 木南晴夏 ', ' 骏河太郎 ', ' 小泽征悦更多...'], '编剧': ' 浅野妙子 / 山崎丰子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 西浦正记'}","['日剧', '看过的电视剧', '日语标签', '日本', '2017', 'SP', '女性', '17春']",7.3,52759
2769,奔腾年代 Seabiscuit,"{'类型': [' 剧情 ', ' 历史 ', ' 运动'], '主演': [' 托比·马奎尔 ', ' 杰夫·布里吉斯 ', ' 克里斯·库珀 ', ' 伊丽莎白·班克斯 ', ' 威廉姆·H·梅西 ', ' Gary Stevens ', ' 迈克尔·安格拉诺 ', ' David McCullough更多...'], '上映日期': ' 2003-07-25(美国)', '编剧': ' 盖瑞·罗斯 / 劳拉·希伦布兰德', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 盖瑞·罗斯'}","['励志', '美国', '美国电影', '奔腾年代', '传奇', '体育', '剧情', '2003']",8.4,52760
2770,惊天大逆转,"{'类型': [' 剧情 ', ' 悬疑 ', ' 犯罪'], '主演': [' 钟汉良 ', ' 李政宰 ', ' 郎月婷 ', ' 李彩英'], '上映日期': ' 2016-07-15(中国大陆)', '编剧': ' 丁小洋', '语言': [' 汉语普通话 ', ' 韩语'], '制片国家/地区': ' 中国大陆 / 韩国', '导演': ' 李骏'}","['悬疑', '犯罪', '中韩合拍', '剧情', '中国', '2016', '动作', '韩国']",7.0,52761
2771,卜案,"{'类型': [' 剧情 ', ' 悬疑 ', ' 古装'], '主演': [' 陈浩民 ', ' 任天野 ', ' 赵柯 ', ' 张世 ', ' 贺刚'], '编剧': ' 王奕开', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 王奕开'}","['悬疑', '国产电视剧', '电视剧', '卜案', '陈浩民', '古装', '国内推理', '中国']",7.5,52762
2773,过台湾,"{'制片国家/地区': ' 中国大陆', '类型': [' 纪录片'], '语言': [' 汉语普通话'], '导演': ' 郑宏志'}","['纪录片', '台湾', '历史', '2017', '中国', '宝岛台湾', '中国大陆', 'Documentary']",,52763
2774,航拍中国 第一季,"{'制片国家/地区': ' 中国大陆', '类型': [' 纪录片'], '语言': [' 汉语普通话'], '编剧': ' 黄康源 / 陈晞 / 高洁 / 杨梦嫣', '导演': ' 余乐 / 林婕 / 张晓敏 / 杨光照 / 夏萌 / 马静 / 江小玲'}","['纪录片', '中国纪录片', '中国', '航拍', '自然', '地理', '人文', 'CCTV9']",9.2,52764
2775,我爱你莫里斯 I Love You Phillip Morris,"{'类型': [' 喜剧 ', ' 爱情 ', ' 同性 ', ' 传记'], '主演': [' 金·凯瑞 ', ' 伊万·麦克格雷格 ', ' 莱斯利·曼恩 ', ' 罗德里戈·桑托罗 ', ' Nicholas Alexander'], '上映日期': ' 2009-05-19(戛纳电影节)', '编剧': ' 约翰·里夸 / 格伦·费卡拉', '语言': [' 英语'], '制片国家/地区': ' 法国 / 美国', '导演': ' 格伦·费卡拉 / 约翰·里夸'}","['同志', '美国', '爱情', '喜剧', '黑色幽默', 'GAY', '同性', '2010']",7.9,52765
2776,麦兜故事 麥兜故事,"{'类型': [' 剧情 ', ' 喜剧 ', ' 动画'], '主演': [' 李晋纬 ', ' 林海峰 ', ' 吴君如 ', ' 黄秋生 ', ' Buxx Banner'], '上映日期': ' 2001-12-15', '编剧': ' 谢立文 / 麦家碧', '语言': [' 粤语'], '制片国家/地区': ' 香港', '导演': ' 袁建滔'}","['动画', '麦兜', '香港', '香港电影', '动画片', '卡通', '2001', '动漫']",8.5,52766
2777,嫁我吧，哥们 Épouse Moi Mon Pote,"{'类型': [' 喜剧'], '主演': [' 塔雷克·布达里 ', ' 菲利普·拉肖 ', ' Charlotte Gabris ', ' David Marsais'], '上映日期': ' 2017-10-25(法国)', '编剧': ' 塔雷克·布达里 / Nadia Lakhdar', '语言': [' 法语'], '制片国家/地区': ' 法国', '导演': ' 塔雷克·布达里'}","['法国', '喜剧', '搞笑', '同性', '电影', '2017', '节操', 'gay']",,52767
2778,马男波杰克 第一季 BoJack Horseman Season 1,"{'类型': [' 剧情 ', ' 喜剧 ', ' 动画'], '主演': [' 亚伦·保尔 ', ' 威尔·阿奈特 ', ' 艾米·塞德丽丝 ', ' 爱丽森·布里 ', ' 保罗·F·汤普金斯 ', ' 帕顿·奥斯瓦尔特 ', ' 克里斯汀·沙尔 ', ' 斯坦利·图齐更多...'], '编剧': ' 拉斐尔·鲍勃-瓦克斯伯格', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' J·C·冈泽尔兹'}","['动画', '黑色幽默', '美剧', '美国', '喜剧', 'Netflix', '人性', '动画TV(美)']",9.2,52768
2779,警察游戏 Let's Be Cops,"{'类型': [' 喜剧 ', ' 动作'], '主演': [' 杰克·约翰逊 ', ' 小达蒙·韦恩斯 ', ' 罗伯·里格尔 ', ' 妮娜·杜波夫 ', ' 安迪·加西亚 ', ' 詹姆斯·达西 ', ' 科甘-迈克尔·凯 ', ' 乔纳森·拉舒沃 ', ' 汤姆·马迪罗沙 ', ' 娜塔莎·赖格罗 ', ' 丽贝卡·库恩 ', ' 约书亚·奥蒙德 ', ' 布莱恩·欧尔利 ', ' 杰夫·蔡斯更多...'], '上映日期': ' 2014-08-13(美国)', '编剧': ' 卢克·格林菲德 / 尼古拉斯·托马斯', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 卢克·格林菲德'}","['喜剧', '美国', '搞笑', '2014', '动作', '警察游戏', '犯罪', '励志']",6.5,52769
2780,锅匠，裁缝，士兵，间谍 Tinker Tailor Soldier Spy,"{'类型': [' 剧情 ', ' 惊悚'], '主演': [' 加里·奥德曼 ', ' 科林·费尔斯 ', ' 汤姆·哈迪 ', ' 约翰·赫特 ', ' 托比·琼斯 ', ' 马克·斯特朗 ', ' 本尼迪克特·康伯巴奇 ', ' 塞伦·希德 ', ' 大卫·丹席克更多...'], '上映日期': ' 2011-09-16(英国)', '编剧': ' 约翰·勒·卡雷 / 布里奇·奥康纳 / 彼特·斯特劳恩', '语言': [' 英语 ', ' 法语 ', ' 俄语 ', ' 匈牙利语 ', ' 土耳其语'], '制片国家/地区': ' 英国 / 法国 / 德国', '导演': ' 托马斯·阿尔弗莱德森'}","['英国', '悬疑', '间谍', 'GaryOldman', 'ColinFirth', 'BenedictCumberbatch', '剧情', '2011']",7.9,52770
2781,伊藤君A到E 伊藤くん A to E,"{'类型': [' 剧情'], '主演': [' 木村文乃 ', ' 佐佐木希 ', ' 夏帆 ', ' 志田未来 ', ' 池田依来沙 ', ' 田中圭 ', ' 山田裕贵 ', ' 中村伦也 ', ' 冈田将生更多...'], '编剧': ' 喜安浩平 / 柚木麻子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 广木隆一 / 毛利安孝 / 稻叶博文'}","['日剧', '看过的电视剧', '日语标签', '日本', '2017', '17夏', '爱情', '冈田将生']",7.0,52771
2782,男孩A Boy A,"{'类型': [' 剧情 ', ' 爱情 ', ' 犯罪'], '主演': [' 安德鲁·加菲尔德 ', ' 彼得·穆兰 ', ' 肖恩·埃文斯 ', ' 希欧布罕·芬内朗 ', ' Jeremy Swift ', ' Skye Bennett更多...'], '上映日期': ' 2007-09-08(多伦多电影节)', '编剧': "" Mark O'Rowe / Jonathan Trigell"", '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 约翰·克劳利'}","['英国', '青春', '英国电影', '剧情', '2007', 'Boy', '电影', 'JohnCrowley']",8.2,52772
2783,达尔文所不知道的 What Darwin Didn't Know,"{'类型': [' 纪录片'], '主演': [' Armand Leroi'], '上映日期': ' 2009-05-01', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' BBC'}","['纪录片', 'BBC', '达尔文', '科普', '进化', '英国', '进化论', '科学史']",8.3,52773
2784,游园惊梦 遊園驚夢,"{'类型': [' 剧情 ', ' 同性'], '主演': [' 王祖贤 ', ' 宫泽理惠 ', ' 吴彦祖 ', ' 赵志刚 ', ' 陈克宇 ', ' 富恒智更多...'], '上映日期': ' 2001-04-06(香港)', '编剧': ' 杨凡', '语言': [' 汉语普通话'], '制片国家/地区': ' 香港', '导演': ' 杨凡'}","['王祖贤', '香港', '游园惊梦', '吴彦祖', '香港电影', '杨凡', '爱情', '同志']",7.5,52774
2785,走出非洲 Out of Africa,"{'类型': [' 剧情 ', ' 爱情 ', ' 传记 ', ' 冒险'], '主演': [' 梅丽尔·斯特里普 ', ' 罗伯特·雷德福 ', ' 克劳斯·马利亚·布朗道尔 ', ' 迈克尔·基臣 ', ' Malick Bowens'], '上映日期': ' 1985-12-10', '编剧': ' 科特·路德特克', '语言': [' 英语 ', ' 斯瓦希里语'], '制片国家/地区': ' 美国', '导演': ' 西德尼·波拉克'}","['爱情', '美国', '经典', '走出非洲', 'MerylStreep', '非洲', '美国电影', '剧情']",8.5,52775
2786,戴上手套擦泪 Torka aldrig tårar utan handskar,"{'类型': [' 爱情 ', ' 同性 ', ' 家庭'], '主演': [' 亚当·隆格伦 ', ' 亚当·帕森 ', ' 西蒙·J·伯杰 ', ' 伯恩·谢尔曼'], '编剧': ' Jonas Gardell', '语言': [' Swedish'], '制片国家/地区': ' Sweden', '导演': ' Simon Kaijser'}","['瑞典', '同性', '同志', '爱情', 'LGBT', '电视剧', '瑞典剧', '2012']",9.0,52776
2787,无为大师 第一季 Master of None Season 1,"{'类型': [' 喜剧'], '主演': [' 阿兹·安萨里 ', ' H·乔恩·本杰明 ', ' Lena Waithe ', ' 艾里克·维尔海姆 ', ' Noel Wells ', ' Kelvin Yu更多...'], '编剧': ' 阿兰·杨 / 阿兹·安萨里 / Joe Mande / Zoe Jarman / Sarah Peters / 安迪·布利茨 / Harris Wittels', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 阿兹·安萨里 / 詹姆斯·庞索特 / 琳·谢尔顿 / 艾里克·维尔海姆'}","['美剧', '喜剧', 'Netflix', '美国', '2015', '电视剧', 'AzizAnsari', 'Comedy']",8.3,52777
2788,阅后即焚 Burn After Reading,"{'类型': [' 剧情 ', ' 喜剧 ', ' 犯罪'], '主演': [' 乔治·克鲁尼 ', ' 约翰·马尔科维奇 ', ' 蒂尔达·斯文顿 ', ' 弗兰西斯·麦克多蒙德 ', ' 布拉德·皮特 ', ' J·K·西蒙斯 ', ' 凯文·苏斯曼 ', ' 大卫·拉斯彻 ', ' 理查德·詹金斯 ', ' 伊丽莎白·玛维尔更多...'], '上映日期': ' 2008-08-27(威尼斯电影节) / 2008-09-12(美国)', '编剧': ' 乔尔·科恩 / 伊桑·科恩', '语言': [' 英语'], '制片国家/地区': ' 美国 / 英国 / 法国', '导演': ' 伊桑·科恩 / 乔尔·科恩'}","['科恩兄弟', '黑色幽默', '美国', 'BradPitt', '美国电影', 'GeorgeClooney', '喜剧', '2008']",7.0,52778
2789,少年收容所 Short Term 12,"{'类型': [' 剧情'], '主演': [' 布丽·拉尔森 ', ' 小约翰·加拉赫 ', ' 凯特琳·德弗 ', ' 斯蒂芬妮·比翠丝 ', ' 拉米·马雷克 ', ' Alex Calloway ', ' 凯文·赫尔南德斯 ', ' Lydia Du Veaux ', ' 勒凯斯·斯坦菲尔德 ', ' Frantz Turner ', ' 戴安娜·玛丽亚·里瓦 ', ' 梅罗拉·沃特斯更多...'], '上映日期': ' 2013-08-23(美国)', '编剧': ' 德斯汀·克里顿', '语言': [' 英语 ', ' 西班牙语'], '制片国家/地区': ' 美国', '导演': ' 德斯汀·克里顿'}","['美国', '青春', '剧情', '2013', '独立', '人性', '美国电影', '社工']",7.8,52779
2790,虎牙狼人杀 God Lie,"{'制片国家/地区': ' 中国大陆', '类型': [' 真人秀'], '主演': [' Miss大小姐 ', ' 骚男 ', ' 董小飒 ', ' AK ', ' 大非 ', ' 腿毛 ', ' 神秘狗 ', ' 安德罗妮 ', ' 刘二龙 ', ' 申屠 ', ' 花老板 ', ' 左雨青 ', ' 上好佳 ', ' 模子 ', ' 圈圈 ', ' 买买提 ', ' 子焱 ', ' 夏八两 ', ' 起小点 ', ' 阿道克 ', ' 三三更多...'], '语言': [' 汉语普通话']}","['狼人杀', '真人秀', '综艺', '桌游', '中国大陆', '推理', '2017', '网综']",7.0,52780
2791,千年女优 千年女優,"{'类型': [' 剧情 ', ' 爱情 ', ' 动画'], '主演': [' 小山茉美 ', ' 饭塚昭三 ', ' 折笠富美子 ', ' 庄司美代子 ', ' 小野坂昌也 ', ' 山寺宏一更多...'], '上映日期': ' 2001-07-28(加拿大奇幻电影节) / 2002-09-14(日本)', '编剧': ' 今敏 / 村井贞之', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 今敏'}","['今敏', '动画', '日本', '日本动画', '爱情', '千年女优', '动漫', '日本电影']",8.6,52781
2792,大川端侦探社 リバースエッジ 大川端探偵社,"{'类型': [' 剧情 ', ' 悬疑'], '主演': [' 小田切让 ', ' 石桥莲司 ', ' 小泉麻耶 ', ' 矢部享佑 ', ' 诹访太朗 ', ' 内田慈 ', ' 岩井秀人 ', ' 小池里奈更多...'], '编剧': ' 大根仁 / 黒住光', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 大根仁 / 神徳幸治'}","['日剧', '小田切让', '日本', '2014', '大根仁', '电视剧', '日劇', '14春']",8.5,52782
